year,month,state,log_cost,num_storms
2000,12,NEVADA,0.0,16
2000,12,NEW HAMPSHIRE,0.0,79
2000,12,NEW JERSEY,128.41234839026538,152
2000,12,NEW MEXICO,10.819798284210286,21
2000,12,NEW YORK,1472.0497447930018,249
2000,12,NORTH CAROLINA,77.12616182782776,209
2000,12,NORTH DAKOTA,0.0,112
2000,12,OHIO,946.7704611310689,201
2000,12,OKLAHOMA,638.4070131165774,198
2000,12,OREGON,99.61898749948664,34
2000,12,PENNSYLVANIA,871.823254404284,225
2000,12,RHODE ISLAND,0.0,17
2000,12,SOUTH CAROLINA,0.0,70
2000,12,SOUTH DAKOTA,0.0,131
2000,12,TENNESSEE,221.67671568196246,147
2000,12,TEXAS,265.99941144610517,286
2000,12,UTAH,9.90353755128617,18
2000,12,VERMONT,551.6653006915725,66
2000,12,VIRGINIA,71.09405889675378,157
2000,12,WASHINGTON,91.54728554042266,37
2000,12,WEST VIRGINIA,54.56983490554016,104
2000,12,WISCONSIN,0.0,87
2000,12,WYOMING,0.0,30
2001,1,ALABAMA,198.0798787912258,29
2001,1,ARIZONA,0.0,46
2001,1,CALIFORNIA,180.07681462565532,172
2001,1,COLORADO,0.0,58
2001,1,CONNECTICUT,0.0,15
2001,1,DELAWARE,0.0,8
2001,1,FLORIDA,0.0,115
2001,1,GEORGIA,180.17589342281832,67
2001,1,IDAHO,0.0,25
2001,1,ILLINOIS,0.0,90
2001,1,INDIANA,0.0,21
2001,1,IOWA,91.14003992745323,105
2001,1,KANSAS,0.0,165
2001,1,KENTUCKY,0.0,63
2001,1,LOUISIANA,333.1203529688351,38
2001,1,MAINE,0.0,56
2001,1,MARYLAND,0.0,46
2001,1,MASSACHUSETTS,0.0,26
2001,1,MICHIGAN,11.225256725762893,7
2001,1,MINNESOTA,73.68352293581214,73
2001,1,MISSISSIPPI,299.1841919178574,40
2001,1,MISSOURI,0.0,103
2001,1,MONTANA,21.465250800065824,23
2001,1,NEBRASKA,0.0,104
2001,1,NEVADA,10.819798284210286,15
2001,1,NEW HAMPSHIRE,0.0,36
2001,1,NEW JERSEY,0.0,54
2001,1,NEW MEXICO,0.0,23
2001,1,NEW YORK,165.2934687396954,47
